구분,Asset Class,Sector,Industry,Ticker,Exchange,시장(자동),Role,Priority,Theme / Group,상위 ETF,편입 순위,비중,기준일,출처,종목명,GF Symbol 수동,가격·시장 검증,구성 기준일 상태
마스터,Equity,Information Technology,Software,035720,KRX,KR,ETF Top10 자동 추적,WATCH,"카카오 | ETF: 266360, 315270, 157490",,,,,,,KRX:035720,연결,마스터
마스터,Equity,Information Technology,Software,036570,KRX,KR,ETF Top10 자동 추적,WATCH,"NC | ETF: 266360, 315270, 157490",,,,,,,KRX:036570,연결,마스터
마스터,Equity,Information Technology,Semiconductors,036930,KRX,KR,ETF Top10 자동 추적,WATCH,"주성엔지니어링 | ETF: 266370, 091160, 0190G0, 261060, 091230",,,,,,,KOSDAQ:036930,연결,마스터
마스터,Equity,Information Technology,Semiconductors,039030,KRX,KR,ETF Top10 자동 추적,WATCH,"이오테크닉스 | ETF: 091160, 0190G0, 261060, 091230",,,,,,,KOSDAQ:039030,연결,마스터
마스터,Equity,Financials,Securities,039490,KRX,KR,ETF Top10 자동 추적,WATCH,"키움증권 | ETF: 102970, 157500",,,,,,,KRX:039490,연결,마스터
마스터,Equity,Industrials,Construction,047040,KRX,KR,ETF Top10 자동 추적,WATCH,"대우건설 | ETF: 117700, 139220",,,,,,,KRX:047040,연결,마스터
마스터,Equity,Industrials,Construction,051600,KRX,KR,ETF Top10 자동 추적,WATCH,한전KPS | ETF: 139220,,,,,,,KRX:051600,연결,마스터
마스터,Equity,Consumer Staples,Cosmetics,051900,KRX,KR,ETF Top10 자동 추적,WATCH,"LG생활건강 | ETF: 266410, 227560, 228790",,,,,,,KRX:051900,연결,마스터
마스터,Equity,Materials,Chemicals & Energy Materials,051910,KRX,KR,ETF Top10 자동 추적,WATCH,"LG화학 | ETF: 117460, 139250, 243890",,,,,,,KRX:051910,연결,마스터
마스터,Equity,Industrials,Construction,052690,KRX,KR,ETF Top10 자동 추적,WATCH,"한전기술 | ETF: 117700, 139220",,,,,,,KRX:052690,연결,마스터
마스터,Equity,Industrials,Construction,060370,KRX,KR,ETF Top10 자동 추적,WATCH,LS마린솔루션 | ETF: 117700,,,,,,,KOSDAQ:060370,연결,마스터
마스터,Equity,Information Technology,Software,064400,KRX,KR,ETF Top10 자동 추적,WATCH,LG씨엔에스 | ETF: 157490,,,,,,,KRX:064400,연결,마스터
마스터,Equity,Consumer Discretionary,Consumer Discretionary,066570,KRX,KR,ETF Top10 자동 추적,WATCH,"LG전자 | ETF: 266390, 363580, 139260, 243880",,,,,,,KRX:066570,연결,마스터
마스터,Equity,Consumer Discretionary,Consumer Discretionary,069960,KRX,KR,ETF Top10 자동 추적,WATCH,현대백화점 | ETF: 266390,,,,,,,KRX:069960,연결,마스터
마스터,Equity,Financials,Securities,071050,KRX,KR,ETF Top10 자동 추적,WATCH,"한국금융지주 | ETF: 102970, 139270, 157500",,,,,,,KRX:071050,연결,마스터
마스터,Equity,Industrials,Shipbuilding,071970,KRX,KR,ETF Top10 자동 추적,WATCH,HD현대마린엔진 | ETF: 494670,,,,,,,KRX:071970,연결,마스터
마스터,Equity,Consumer Discretionary,Automobiles & Mobility,073240,KRX,KR,ETF Top10 자동 추적,WATCH,금호타이어 | ETF: 091180,,,,,,,KRX:073240,연결,마스터
마스터,Equity,Materials,Chemicals & Energy Materials,078930,KRX,KR,ETF Top10 자동 추적,WATCH,"GS | ETF: 139250, 243890",,,,,,,KRX:078930,연결,마스터
마스터,Equity,Information Technology,Information Technology,080220,KRX,KR,ETF Top10 자동 추적,WATCH,제주반도체 | ETF: 261060,,,,,,,KOSDAQ:080220,연결,마스터
마스터,Equity,Consumer Discretionary,Consumer Discretionary,081660,KRX,KR,ETF Top10 자동 추적,WATCH,"미스토홀딩스 | ETF: 266390, 0052D0",,,,,,,KRX:081660,연결,마스터
마스터,Equity,Industrials,Shipbuilding,082740,KRX,KR,ETF Top10 자동 추적,WATCH,한화엔진 | ETF: 494670,,,,,,,KRX:082740,연결,마스터
마스터,Equity,Financials,Insurance,085620,KRX,KR,ETF Top10 자동 추적,WATCH,미래에셋생명 | ETF: 140700,,,,,,,KRX:085620,연결,마스터
마스터,Equity,Industrials,Transportation,086280,KRX,KR,ETF Top10 자동 추적,WATCH,"현대글로비스 | ETF: 140710, 227550",,,,,,,KRX:086280,연결,마스터
마스터,Equity,Health Care,Biotechnology,087010,KRX,KR,ETF Top10 자동 추적,WATCH,"펩트론 | ETF: 266420, 261070, 143860",,,,,,,KOSDAQ:087010,연결,마스터
마스터,Equity,Financials,Insurance,088350,KRX,KR,ETF Top10 자동 추적,WATCH,한화생명 | ETF: 140700,,,,,,,KRX:088350,연결,마스터
마스터,Equity,Industrials,Transportation,089860,KRX,KR,ETF Top10 자동 추적,WATCH,롯데렌탈 | ETF: 140710,,,,,,,KRX:089860,연결,마스터
마스터,Equity,Consumer Staples,Cosmetics,090430,KRX,KR,ETF Top10 자동 추적,WATCH,"아모레퍼시픽 | ETF: 266410, 227560, 228790, 139280",,,,,,,KRX:090430,연결,마스터
마스터,Equity,Materials,Chemicals & Energy Materials,096770,KRX,KR,ETF Top10 자동 추적,WATCH,"SK이노베이션 | ETF: 117460, 139250, 243890",,,,,,,KRX:096770,연결,마스터
마스터,Equity,Consumer Staples,Consumer Staples,097950,KRX,KR,ETF Top10 자동 추적,WATCH,CJ제일제당 | ETF: 266410,,,,,,,KRX:097950,연결,마스터
마스터,Equity,Materials,Steel,103140,KRX,KR,ETF Top10 자동 추적,WATCH,"풍산 | ETF: 117680, 139240",,,,,,,KRX:103140,연결,마스터
마스터,Equity,Information Technology,Information Technology,108490,KRX,KR,ETF Top10 자동 추적,WATCH,로보티즈 | ETF: 261060,,,,,,,KOSDAQ:108490,연결,마스터
마스터,Equity,Consumer Discretionary,Consumer Discretionary,111770,KRX,KR,ETF Top10 자동 추적,WATCH,"영원무역 | ETF: 266390, 139290",,,,,,,KRX:111770,연결,마스터
마스터,Equity,Health Care,Health Care,128940,KRX,KR,ETF Top10 자동 추적,WATCH,"한미약품 | ETF: 266420, 143860, 227540",,,,,,,KRX:128940,연결,마스터
마스터,Equity,Financials,Financial Services,138040,KRX,KR,ETF Top10 자동 추적,WATCH,메리츠금융지주 | ETF: 139270,,,,,,,KRX:138040,연결,마스터
마스터,Equity,Financials,Banks,138930,KRX,KR,ETF Top10 자동 추적,WATCH,"BNK금융지주 | ETF: 091170, 091220",,,,,,,KRX:138930,연결,마스터
마스터,Equity,Financials,Banks,139130,KRX,KR,ETF Top10 자동 추적,WATCH,"iM금융지주 | ETF: 091170, 091220",,,,,,,KRX:139130,연결,마스터
마스터,Equity,Consumer Staples,Consumer Staples,139480,KRX,KR,ETF Top10 자동 추적,WATCH,이마트 | ETF: 266410,,,,,,,KRX:139480,연결,마스터
마스터,Equity,Consumer Discretionary,Automobiles & Mobility,161390,KRX,KR,ETF Top10 자동 추적,WATCH,"한국타이어앤테크놀로지 | ETF: 091180, 139290",,,,,,,KRX:161390,연결,마스터
마스터,Equity,Consumer Staples,Cosmetics,161890,KRX,KR,ETF Top10 자동 추적,WATCH,"한국콜마 | ETF: 266410, 227560, 228790",,,,,,,KRX:161890,연결,마스터
마스터,Equity,Financials,Banks,175330,KRX,KR,ETF Top10 자동 추적,WATCH,"JB금융지주 | ETF: 091170, 091220, 0052D0",,,,,,,KRX:175330,연결,마스터
마스터,Equity,Information Technology,Information Technology,178320,KRX,KR,ETF Top10 자동 추적,WATCH,서진시스템 | ETF: 261060,,,,,,,KOSDAQ:178320,연결,마스터
마스터,Equity,Consumer Discretionary,Consumer Discretionary,180640,KRX,KR,ETF Top10 자동 추적,WATCH,"한진칼 | ETF: 266390, 139290",,,,,,,KRX:180640,연결,마스터
마스터,Equity,Consumer Staples,Cosmetics,192820,KRX,KR,ETF Top10 자동 추적,WATCH,"코스맥스 | ETF: 266410, 227560, 228790",,,,,,,KRX:192820,연결,마스터
마스터,Equity,Financials,Insurance,211050,KRX,KR,ETF Top10 자동 추적,WATCH,인카금융서비스 | ETF: 140700,,,,,,,KOSDAQ:211050,연결,마스터
마스터,Equity,Consumer Staples,Cosmetics,214450,KRX,KR,ETF Top10 자동 추적,WATCH,"파마리서치 | ETF: 266420, 228790, 261070, 143860",,,,,,,KOSDAQ:214450,연결,마스터
마스터,Equity,Information Technology,Semiconductors,222800,KRX,KR,ETF Top10 자동 추적,WATCH,"심텍 | ETF: 091160, 0190G0, 261060, 091230",,,,,,,KOSDAQ:222800,연결,마스터
마스터,Equity,Health Care,Biotechnology,226950,KRX,KR,ETF Top10 자동 추적,WATCH,올릭스 | ETF: 261070,,,,,,,KOSDAQ:226950,연결,마스터
마스터,Equity,Information Technology,Semiconductors,240810,KRX,KR,ETF Top10 자동 추적,WATCH,"원익IPS | ETF: 266370, 091160, 0190G0, 261060, 091230",,,,,,,KOSDAQ:240810,연결,마스터
마스터,Equity,Consumer Staples,Cosmetics,241710,KRX,KR,ETF Top10 자동 추적,WATCH,코스메카코리아 | ETF: 228790,,,,,,,KOSDAQ:241710,연결,마스터
마스터,Equity,Information Technology,Software,251270,KRX,KR,ETF Top10 자동 추적,WATCH,"넷마블 | ETF: 266360, 315270, 157490",,,,,,,KRX:251270,연결,마스터
마스터,Equity,Consumer Staples,Cosmetics,251970,KRX,KR,ETF Top10 자동 추적,WATCH,펌텍코리아 | ETF: 228790,,,,,,,KOSDAQ:251970,연결,마스터
마스터,Equity,Consumer Staples,Cosmetics,257720,KRX,KR,ETF Top10 자동 추적,WATCH,"실리콘투 | ETF: 266390, 228790",,,,,,,KOSDAQ:257720,연결,마스터
마스터,Equity,Information Technology,Software,259960,KRX,KR,ETF Top10 자동 추적,WATCH,"크래프톤 | ETF: 266360, 315270, 157490",,,,,,,KRX:259960,연결,마스터
마스터,Equity,Information Technology,Software,263750,KRX,KR,ETF Top10 자동 추적,WATCH,"펄어비스 | ETF: 266360, 157490",,,,,,,KOSDAQ:263750,연결,마스터
마스터,Equity,Materials,Chemicals & Energy Materials,267250,KRX,KR,ETF Top10 자동 추적,WATCH,"HD현대 | ETF: 117460, 139250, 243890",,,,,,,KRX:267250,연결,마스터
마스터,Equity,Industrials,Heavy Industry,267270,KRX,KR,ETF Top10 자동 추적,WATCH,HD건설기계 | ETF: 139230,,,,,,,KRX:267270,연결,마스터
마스터,Equity,Consumer Staples,Consumer Staples,271560,KRX,KR,ETF Top10 자동 추적,WATCH,"오리온 | ETF: 266410, 227560",,,,,,,KRX:271560,연결,마스터
마스터,Equity,Industrials,Transportation,272450,KRX,KR,ETF Top10 자동 추적,WATCH,진에어 | ETF: 140710,,,,,,,KRX:272450,연결,마스터
마스터,Equity,Consumer Staples,Cosmetics,278470,KRX,KR,ETF Top10 자동 추적,WATCH,"에이피알 | ETF: 266410, 227560, 228790, 139280, 237440",,,,,,,KRX:278470,연결,마스터
마스터,Equity,Industrials,Construction,294870,KRX,KR,ETF Top10 자동 추적,WATCH,IPARK현대산업개발 | ETF: 117700,,,,,,,KRX:294870,연결,마스터
마스터,Equity,Materials,Steel,295310,KRX,KR,ETF Top10 자동 추적,WATCH,에이치브이엠 | ETF: 117680,,,,,,,KOSDAQ:295310,연결,마스터
마스터,Equity,Health Care,Biotechnology,298380,KRX,KR,ETF Top10 자동 추적,WATCH,"에이비엘바이오 | ETF: 266420, 261070, 143860",,,,,,,KOSDAQ:298380,연결,마스터
마스터,Equity,Industrials,Construction,300720,KRX,KR,ETF Top10 자동 추적,WATCH,한일시멘트 | ETF: 139220,,,,,,,KRX:300720,연결,마스터
마스터,Equity,Health Care,Health Care,302440,KRX,KR,ETF Top10 자동 추적,WATCH,SK바이오사이언스 | ETF: 227540,,,,,,,KRX:302440,연결,마스터
마스터,Equity,Information Technology,Software,307950,KRX,KR,ETF Top10 자동 추적,WATCH,현대오토에버 | ETF: 157490,,,,,,,KRX:307950,연결,마스터
마스터,Equity,Health Care,Biotechnology,310210,KRX,KR,ETF Top10 자동 추적,WATCH,보로노이 | ETF: 261070,,,,,,,KOSDAQ:310210,연결,마스터
마스터,Equity,Industrials,Construction,319400,KRX,KR,ETF Top10 자동 추적,WATCH,현대무벡스 | ETF: 117700,,,,,,,KOSDAQ:319400,연결,마스터
마스터,Equity,Information Technology,Semiconductors,319660,KRX,KR,ETF Top10 자동 추적,WATCH,"피에스케이 | ETF: 0190G0, 261060",,,,,,,KOSDAQ:319660,연결,마스터
마스터,Equity,Financials,Banks,323410,KRX,KR,ETF Top10 자동 추적,WATCH,"카카오뱅크 | ETF: 091170, 091220, 139270",,,,,,,KRX:323410,연결,마스터
마스터,Equity,Health Care,Health Care,326030,KRX,KR,ETF Top10 자동 추적,WATCH,"SK바이오팜 | ETF: 266420, 143860, 227540",,,,,,,KRX:326030,연결,마스터
마스터,Equity,Health Care,Biotechnology,347850,KRX,KR,ETF Top10 자동 추적,WATCH,디앤디파마텍 | ETF: 261070,,,,,,,KOSDAQ:347850,연결,마스터
마스터,Equity,Industrials,Construction,375500,KRX,KR,ETF Top10 자동 추적,WATCH,"DL이앤씨 | ETF: 117700, 139220",,,,,,,KRX:375500,연결,마스터
마스터,Equity,Information Technology,Information Technology,402340,KRX,KR,ETF Top10 자동 추적,WATCH,"SK스퀘어 | ETF: 363580, 139260, 243880",,,,,,,KRX:402340,연결,마스터
마스터,Equity,Information Technology,Semiconductors,403870,KRX,KR,ETF Top10 자동 추적,WATCH,"HPSP | ETF: 091160, 261060, 091230",,,,,,,KOSDAQ:403870,연결,마스터
마스터,Equity,Industrials,Shipbuilding,439260,KRX,KR,ETF Top10 자동 추적,WATCH,대한조선 | ETF: 494670,,,,,,,KRX:439260,연결,마스터
마스터,Equity,Industrials,Shipbuilding,443060,KRX,KR,ETF Top10 자동 추적,WATCH,HD현대마린솔루션 | ETF: 494670,,,,,,,KRX:443060,연결,마스터
마스터,Equity,Materials,Steel,460860,KRX,KR,ETF Top10 자동 추적,WATCH,동국제강 | ETF: 117680,,,,,,,KRX:460860,연결,마스터
마스터,Equity,Consumer Staples,Cosmetics,483650,KRX,KR,ETF Top10 자동 추적,WATCH,"달바글로벌 | ETF: 227560, 228790",,,,,,,KRX:483650,연결,마스터
마스터,Equity,Health Care,Health Care,ABBV,US,US,ETF Top10 자동 추적,WATCH,ABBVIE INC | ETF: 453640,,,,,,,ABBV,연결,마스터
마스터,Equity,Health Care,Health Care,ABT,US,US,ETF Top10 자동 추적,WATCH,ABBOTT LABORATORIES | ETF: 453640,,,,,,,ABT,연결,마스터
마스터,Equity,Health Care,Biotechnology,ALNY,US,US,ETF Top10 자동 추적,WATCH,Alnylam Pharmaceuticals Inc | ETF: 203780,,,,,,,ALNY,연결,마스터
마스터,Equity,Information Technology,Semiconductors,AMAT,US,US,ETF Top10 자동 추적,WATCH,Applied Materials Inc | ETF: 381180,,,,,,,AMAT,연결,마스터
마스터,Equity,Health Care,Biotechnology,ARGX,US,US,ETF Top10 자동 추적,WATCH,Argenx SE | ETF: 203780,,,,,,,ARGX,연결,마스터
마스터,Equity,Information Technology,Semiconductors,ASML,US,US,ETF Top10 자동 추적,WATCH,ASML Holding NV | ETF: 381180,,,,,,,ASML,연결,마스터
마스터,Equity,Financials,Financial Services,AXP,US,US,ETF Top10 자동 추적,WATCH,AMERICAN EXPRESS CO | ETF: 453650,,,,,,,AXP,연결,마스터
마스터,Equity,Industrials,Aerospace & Defense,BA,US,US,ETF Top10 자동 추적,WATCH,Boeing Co/The | ETF: 494840,,,,,,,BA,연결,마스터
마스터,Equity,Health Care,Biotechnology,BIIB,US,US,ETF Top10 자동 추적,WATCH,Biogen Inc | ETF: 203780,,,,,,,BIIB,연결,마스터
마스터,Equity,분류 확인,분류 확인,BRK.B,US,US,ETF Top10 자동 추적,WATCH,BERKSHIRE HATHAWAY CL B ORD. | ETF: 453650,,,,,,,BRK.B,연결,마스터
마스터,Equity,Financials,Financial Services,C,US,US,ETF Top10 자동 추적,WATCH,CITIGROUP INC | ETF: 453650,,,,,,,C,연결,마스터
마스터,Equity,분류 확인,분류 확인,CF,US,US,ETF Top10 자동 추적,WATCH,"CF Industries Holdings, Inc. | ETF: GRNY",,,,,,,CF,연결,마스터
마스터,Equity,Communication Services,Media & Communication,CMCSA,US,US,ETF Top10 자동 추적,WATCH,COMCAST CORP | ETF: 463690,,,,,,,CMCSA,연결,마스터
마스터,Equity,Information Technology,Technology Sector,CSCO,US,US,ETF Top10 자동 추적,WATCH,CISCO SYSTEMS INC | ETF: 463680,,,,,,,CSCO,연결,마스터
마스터,Equity,Utilities,Utilities,D,US,US,ETF Top10 자동 추적,WATCH,DOMINION RESOURCES INC/VA | ETF: 463640,,,,,,,D,연결,마스터
마스터,Equity,Consumer Discretionary,Consumer Discretionary,DASH,US,US,ETF Top10 자동 추적,WATCH,DOORDASH INC - A | ETF: 453660,,,,,,,DASH,연결,마스터
마스터,Equity,Industrials,Machinery,DE,US,US,ETF Top10 자동 추적,WATCH,Deere & Company | ETF: GRNY,,,,,,,DE,연결,마스터
마스터,Equity,Industrials,Aerospace & Defense,ESLT,US,US,ETF Top10 자동 추적,WATCH,Elbit Systems Ltd | ETF: 494840,,,,,,,ESLT,연결,마스터
마스터,Equity,Utilities,Utilities,ETR,US,US,ETF Top10 자동 추적,WATCH,ENTERGY CORP | ETF: 463640,,,,,,,ETR,연결,마스터
마스터,Equity,Industrials,Aerospace & Defense,GD,US,US,ETF Top10 자동 추적,WATCH,General Dynamics Corp | ETF: 494840,,,,,,,GD,연결,마스터
마스터,Equity,Communication Services,Media & Communication,GOOG,US,US,ETF Top10 자동 추적,WATCH,ALPHABET INC-CL C | ETF: 463690,,,,,,,GOOG,연결,마스터
마스터,Equity,Industrials,Aerospace & Defense,HII,US,US,ETF Top10 자동 추적,WATCH,Huntington Ingalls Industries Inc | ETF: 494840,,,,,,,HII,연결,마스터
마스터,Equity,Health Care,Biotechnology,ILMN,US,US,ETF Top10 자동 추적,WATCH,Illumina Inc | ETF: 203780,,,,,,,ILMN,연결,마스터
마스터,Equity,Information Technology,Semiconductors,INTC,US,US,ETF Top10 자동 추적,WATCH,INTEL Corp | ETF: 463680,,,,,,,INTC,연결,마스터
마스터,Equity,Health Care,Health Care,JNJ,US,US,ETF Top10 자동 추적,WATCH,JOHNSON & JOHNSON | ETF: 453640,,,,,,,JNJ,연결,마스터
마스터,Equity,Information Technology,Semiconductors,KLAC,US,US,ETF Top10 자동 추적,WATCH,KLA Corp | ETF: 381180,,,,,,,KLAC,연결,마스터
마스터,Equity,Industrials,Aerospace & Defense,LHX,US,US,ETF Top10 자동 추적,WATCH,L3Harris Technologies Inc | ETF: 494840,,,,,,,LHX,연결,마스터
마스터,Equity,Information Technology,Semiconductors,LRCX,US,US,ETF Top10 자동 추적,WATCH,Lam Research Corp | ETF: 381180,,,,,,,LRCX,연결,마스터
마스터,Equity,Consumer Discretionary,Consumer Discretionary,MCD,US,US,ETF Top10 자동 추적,WATCH,MCDONALD'S CORP | ETF: 453660,,,,,,,MCD,연결,마스터
마스터,Equity,Industrials,Aerospace & Defense,MRCY,US,US,ETF Top10 자동 추적,WATCH,Mercury Systems Inc | ETF: 494840,,,,,,,MRCY,연결,마스터
마스터,Equity,Health Care,Health Care,MRK,US,US,ETF Top10 자동 추적,WATCH,MERCK & CO. INC. | ETF: 453640,,,,,,,MRK,연결,마스터
마스터,Equity,Health Care,Biotechnology,MRNA,US,US,ETF Top10 자동 추적,WATCH,Moderna Inc | ETF: 203780,,,,,,,MRNA,연결,마스터
마스터,Equity,Information Technology,Semiconductors,MRVL,US,US,ETF Top10 자동 추적,WATCH,Marvell Technology Inc | ETF: 381180,,,,,,,MRVL,연결,마스터
마스터,Equity,Information Technology,Cloud Computing,NOW,US,US,ETF Top10 자동 추적,WATCH,"ServiceNow, Inc. | ETF: GRNY",,,,,,,NOW,연결,마스터
마스터,Equity,Communication Services,Media & Communication,OMC,US,US,ETF Top10 자동 추적,WATCH,OMNICOM GROUP | ETF: 463690,,,,,,,OMC,연결,마스터
마스터,Equity,Health Care,Health Care,PFE,US,US,ETF Top10 자동 추적,WATCH,PFIZER INC | ETF: 453640,,,,,,,PFE,연결,마스터
마스터,Equity,Health Care,Biotechnology,REGN,US,US,ETF Top10 자동 추적,WATCH,Regeneron Pharmaceuticals Inc | ETF: 203780,,,,,,,REGN,연결,마스터
마스터,Equity,Health Care,Biotechnology,RVMD,US,US,ETF Top10 자동 추적,WATCH,Revolution Medicines Inc | ETF: 203780,,,,,,,RVMD,연결,마스터
마스터,Equity,Consumer Discretionary,Consumer Discretionary,SBUX,US,US,ETF Top10 자동 추적,WATCH,STARBUCKS CORP | ETF: 453660,,,,,,,SBUX,연결,마스터
마스터,ETF,분류 확인,분류 확인,SOXQ,US,US,ETF Top10 자동 추적,WATCH,Invesco PHLX Semiconductor ETF | ETF: 423920,,,,,,,SOXQ,연결,마스터
마스터,Private,Industrials,Space / Launch,SPACEX_PRIVATE,PRIVATE,US,Private Company Reference,EXCLUDE,SpaceX private holding reference — no public ticker,,,,,,,,시세 없음,마스터
마스터,Equity,Consumer Staples,Consumer Staples,TGT,US,US,ETF Top10 자동 추적,WATCH,TARGET CORP | ETF: 453630,,,,,,,TGT,연결,마스터
마스터,Equity,Information Technology,Semiconductors,TSM,US,US,ETF Top10 자동 추적,WATCH,Taiwan Semiconductor Manufacturing Co Ltd | ETF: 381180,,,,,,,TSM,연결,마스터
마스터,Equity,Communication Services,Media & Communication,WBD,US,US,ETF Top10 자동 추적,WATCH,WARNER BROS DISCOVERY INC | ETF: 463690,,,,,,,WBD,연결,마스터
마스터,Equity,Utilities,Utilities,XEL,US,US,ETF Top10 자동 추적,WATCH,XCEL ENERGY INC | ETF: 463640,,,,,,,XEL,연결,마스터
마스터,Equity,Information Technology,Computer Hardware / AI Servers,DELL,NYSE,US,AI Infrastructure Candidate,A,Image 2026-09-15 / AI Servers,,,,,,,DELL,연결,마스터
마스터,Equity,Information Technology,Enterprise Hardware / AI Servers,HPE,NYSE,US,AI Infrastructure Candidate,A,Image 2026-09-15 / AI Servers,,,,,,,HPE,연결,마스터
마스터,Equity,Information Technology,Optical Networking,LITE,NASDAQ,US,AI Infrastructure Candidate,A,Image 2026-09-15 / Optical Networking,,,,,,,LITE,연결,마스터
마스터,Equity,Information Technology,Optical Components / Photonics,COHR,NYSE,US,AI Infrastructure Candidate,A,Image 2026-09-15 / Optical Networking,,,,,,,COHR,연결,마스터
마스터,Equity,Industrials,Data Center Power & Cooling,VRT,NYSE,US,AI Infrastructure Candidate,A,Image 2026-09-15 / Power & Cooling,,,,,,,VRT,연결,마스터
마스터,Equity,Information Technology,Cybersecurity,PANW,NASDAQ,US,AI Infrastructure Candidate,A,Image 2026-09-15 / Security,,,,,,,PANW,연결,마스터
마스터,Equity,Information Technology,Observability / Cloud Monitoring,DDOG,NASDAQ,US,AI Infrastructure Candidate,A,Image 2026-09-15 / Observability,,,,,,,DDOG,연결,마스터
마스터,Equity,Information Technology,Identity Security,OKTA,NASDAQ,US,AI Infrastructure Candidate,A,Image 2026-09-15 / Security,,,,,,,OKTA,연결,마스터
마스터,Equity,Information Technology,Semiconductors,ADI,NASDAQ,US,ETF Top Holding Candidate,A,SMH / Semiconductor,,,,,,,ADI,연결,마스터
마스터,Equity,Information Technology,Semiconductors,TXN,NASDAQ,US,ETF Top Holding Candidate,A,SMH / Semiconductor,,,,,,,TXN,연결,마스터
마스터,Equity,Information Technology,Semiconductors,QCOM,NASDAQ,US,ETF Top Holding Candidate,A,SMH / Semiconductor,,,,,,,QCOM,연결,마스터
마스터,Equity,Information Technology,EDA Software,CDNS,NASDAQ,US,ETF Top Holding Candidate,A,SMH / Semiconductor,,,,,,,CDNS,연결,마스터
마스터,Equity,Information Technology,EDA Software,SNPS,NASDAQ,US,ETF Top Holding Candidate,A,SMH / Semiconductor,,,,,,,SNPS,연결,마스터
마스터,Equity,Information Technology,Semiconductor IP,ARM,NASDAQ,US,ETF Top Holding Candidate,A,SMH / Semiconductor,,,,,,,ARM,연결,마스터
마스터,Equity,Information Technology,Data Center Connectivity Semiconductors,ALAB,NASDAQ,US,ETF Top Holding Candidate,A,SMH / Semiconductor,,,,,,,ALAB,연결,마스터
마스터,Equity,Information Technology,Cybersecurity,FTNT,NASDAQ,US,ETF Top Holding Candidate,A,CIBR / Cybersecurity,,,,,,,FTNT,연결,마스터
마스터,Equity,Information Technology,Cybersecurity / Edge Cloud,NET,NYSE,US,ETF Top Holding Candidate,A,CIBR / Cybersecurity,,,,,,,NET,연결,마스터
마스터,Equity,Information Technology,Cloud Security,ZS,NASDAQ,US,ETF Top Holding Candidate,A,CIBR / Cybersecurity,,,,,,,ZS,연결,마스터
마스터,Equity,Information Technology,Data Security / Backup,RBRK,NYSE,US,ETF Top Holding Candidate,A,CIBR / Cybersecurity,,,,,,,RBRK,연결,마스터
마스터,Equity,Industrials,Building Controls / Cooling,JCI,NYSE,US,ETF Top Holding Candidate,A,GRID / Power Infrastructure,,,,,,,JCI,연결,마스터
마스터,Equity,Industrials,Industrial Automation,EMR,NYSE,US,ETF Top Holding Candidate,B,GRID / Power Infrastructure,,,,,,,EMR,연결,마스터
마스터,Equity,Industrials,Electrical Equipment / Enclosures,NVT,NYSE,US,ETF Top Holding Candidate,A,GRID / Power Infrastructure,,,,,,,NVT,연결,마스터
마스터,Equity,Industrials,Electrical Equipment,HUBB,NYSE,US,ETF Top Holding Candidate,A,GRID / Power Infrastructure,,,,,,,HUBB,연결,마스터
마스터,Equity,Industrials,Nuclear Components / Defense,BWXT,NYSE,US,ETF Top Holding Candidate,A,NLR / Nuclear,,,,,,,BWXT,연결,마스터
마스터,Equity,Energy,Uranium Enrichment / Nuclear Fuel,LEU,AMEX,US,ETF Top Holding Candidate,A,NLR / Nuclear,,,,,,,LEU,연결,마스터
마스터,Equity,Utilities,Advanced Nuclear Power,OKLO,NYSE,US,ETF Top Holding Candidate,A,NLR / Nuclear,,,,,,,OKLO,연결,마스터
마스터,Equity,Industrials,Small Modular Reactors,SMR,NYSE,US,ETF Top Holding Candidate,A,NLR / Nuclear,,,,,,,SMR,연결,마스터
마스터,Equity,Industrials,Public Safety / Defense Tech,AXON,NASDAQ,US,ETF Top Holding Candidate,A,XAR / Aerospace & Defense,,,,,,,AXON,연결,마스터
마스터,Equity,Industrials,Aerospace Materials,HXL,NYSE,US,ETF Top Holding Candidate,A,XAR / Aerospace & Defense,,,,,,,HXL,연결,마스터
마스터,ETF,Information Technology,Cloud Computing,CLOU,NASDAQ,US,Theme ETF,REVIEW,CLOU,,,,,,,NASDAQ:CLOU,연결,마스터
마스터,ETF,Information Technology,Cybersecurity,BUG,NASDAQ,US,Theme ETF,REVIEW,BUG,,,,,,,NASDAQ:BUG,연결,마스터
마스터,ETF,Energy,Oil Refining,CRAK,AMEX,US,Theme ETF,REVIEW,CRAK,,,,,,,NYSEARCA:CRAK,연결,마스터
마스터,ETF,Information Technology,Memory Semiconductors,DRAM,BATS,US,Theme ETF,REVIEW,DRAM,,,,,,,BATS:DRAM,연결,마스터
마스터,Equity,Information Technology,Cloud Computing,YEXT,US,US,ETF Constituent,REVIEW,CLOU,,,,,,,YEXT,연결,마스터
마스터,Equity,Information Technology,Cloud Computing,PUBM,US,US,ETF Constituent,REVIEW,CLOU,,,,,,,PUBM,연결,마스터
마스터,Equity,Information Technology,Cloud Computing,004716,TYO,KR,ETF Constituent,REVIEW,CLOU,,,,,,,,시세 없음,마스터
마스터,Equity,Information Technology,Cloud Computing,BABA,US,US,ETF Constituent,REVIEW,CLOU,,,,,,,BABA,연결,마스터
마스터,Equity,Information Technology,Cloud Computing,IBM,US,US,ETF Constituent,REVIEW,CLOU,,,,,,,IBM,연결,마스터
