구분,Asset Class,Sector,Industry,Ticker,Exchange,시장(자동),Role,Priority,Theme / Group,상위 ETF,편입 순위,비중,기준일,출처,종목명,GF Symbol 수동,가격·시장 검증,구성 기준일 상태
마스터,ETF,Broad Market,S&P 500,SPY,AMEX,US,Benchmark ETF,CORE,Broad Market / Index ETF,,,,,,,SPY,연결,마스터
마스터,ETF,Broad Market,Nasdaq-100,QQQ,NASDAQ,US,Benchmark ETF,CORE,Broad Market / Index ETF,,,,,,,NASDAQ:QQQ,연결,마스터
마스터,ETF,Broad Market,Nasdaq-100,QQQM,NASDAQ,US,Benchmark ETF,CORE,Broad Market / Index ETF,,,,,,,QQQM,연결,마스터
마스터,ETF,Broad Market,Nasdaq-100,TQQQ,NASDAQ,US,Benchmark ETF,CORE,Broad Market / Index ETF,,,,,,,TQQQ,연결,마스터
마스터,ETF,Broad Market,S&P 500 Equal Weight,RSP,AMEX,US,Breadth ETF,CORE,Broad Market / Index ETF,,,,,,,RSP,연결,마스터
마스터,ETF,Broad Market,Russell 2000,IWM,AMEX,US,Small Cap Benchmark,CORE,Broad Market / Index ETF,,,,,,,IWM,연결,마스터
마스터,ETF,Broad Market,Dow Jones 30,DIA,AMEX,US,Dow Benchmark,SECONDARY,Broad Market / Index ETF,,,,,,,NYSEARCA:DIA,연결,마스터
마스터,ETF,Broad Market,US Large Cap Growth,VUG,AMEX,US,Growth Benchmark,SECONDARY,Broad Market / Index ETF,,,,,,,VUG,연결,마스터
마스터,ETF,Broad Market,US Large Cap Growth,IWF,AMEX,US,Growth Benchmark,SECONDARY,Broad Market / Index ETF,,,,,,,IWF,연결,마스터
마스터,ETF,Information Technology,Technology Sector,XLK,AMEX,US,Sector ETF,CORE,Sector ETF,,,,,,,XLK,연결,마스터
마스터,ETF,Communication Services,Communication Services Sector,XLC,AMEX,US,Sector ETF,CORE,Sector ETF,,,,,,,XLC,연결,마스터
마스터,ETF,Consumer Discretionary,Consumer Discretionary Sector,XLY,AMEX,US,Sector ETF,CORE,Sector ETF,,,,,,,XLY,연결,마스터
마스터,ETF,Consumer Staples,Consumer Staples Sector,XLP,AMEX,US,Sector ETF,CORE,Sector ETF,,,,,,,XLP,연결,마스터
마스터,ETF,Financials,Financials Sector,XLF,AMEX,US,Sector ETF,CORE,Sector ETF,,,,,,,XLF,연결,마스터
마스터,ETF,Health Care,Health Care Sector,XLV,AMEX,US,Sector ETF,CORE,Sector ETF,,,,,,,XLV,연결,마스터
마스터,ETF,Industrials,Industrials Sector,XLI,AMEX,US,Sector ETF,CORE,Sector ETF,,,,,,,XLI,연결,마스터
마스터,ETF,Energy,Energy Sector,XLE,AMEX,US,Sector ETF,CORE,Sector ETF,,,,,,,XLE,연결,마스터
마스터,ETF,Materials,Materials Sector,XLB,AMEX,US,Sector ETF,CORE,Sector ETF,,,,,,,XLB,연결,마스터
마스터,ETF,Utilities,Utilities Sector,XLU,AMEX,US,Sector ETF,CORE,Sector ETF,,,,,,,XLU,연결,마스터
마스터,ETF,Real Estate,Real Estate Sector,IYR,AMEX,US,Sector ETF,CORE,Sector ETF,,,,,,,IYR,연결,마스터
마스터,ETF,Information Technology,Semiconductors,SMH,NASDAQ,US,Industry ETF,CORE,Sector / Industry ETF,,,,,,,NASDAQ:SMH,연결,마스터
마스터,ETF,Information Technology,Semiconductors,SOXX,NASDAQ,US,Industry ETF,SECONDARY,Sector / Industry ETF,,,,,,,SOXX,연결,마스터
마스터,ETF,Information Technology,Software,IGV,CBOE,US,Industry ETF,CORE,Sector / Industry ETF,,,,,,,IGV,연결,마스터
마스터,ETF,Information Technology,Cybersecurity,CIBR,NASDAQ,US,Industry ETF,CORE,Sector / Industry ETF,,,,,,,CIBR,연결,마스터
마스터,ETF,Health Care,Biotechnology,XBI,AMEX,US,Industry ETF,CORE,Sector / Industry ETF,,,,,,,XBI,연결,마스터
마스터,ETF,Financials,Regional Banks,KRE,AMEX,US,Industry ETF,SECONDARY,Sector / Industry ETF,,,,,,,KRE,연결,마스터
마스터,ETF,Consumer Discretionary,Retail,XRT,AMEX,US,Industry ETF,SECONDARY,Sector / Industry ETF,,,,,,,XRT,연결,마스터
마스터,ETF,Consumer Discretionary,Homebuilders,XHB,AMEX,US,Industry ETF,SECONDARY,Sector / Industry ETF,,,,,,,XHB,연결,마스터
마스터,ETF,Consumer Discretionary,Home Construction,ITB,CBOE,US,Industry ETF,SECONDARY,Sector / Industry ETF,,,,,,,ITB,연결,마스터
마스터,ETF,Energy,Oil & Gas E&P,XOP,AMEX,US,Industry ETF,SECONDARY,Sector / Industry ETF,,,,,,,XOP,연결,마스터
마스터,ETF,Energy,Nuclear / Uranium,NLR,AMEX,US,Industry ETF,CORE,Sector / Industry ETF,,,,,,,NLR,연결,마스터
마스터,ETF,Industrials,Aerospace & Defense,ITA,CBOE,US,Industry ETF,CORE,Sector / Industry ETF,,,,,,,ITA,연결,마스터
마스터,ETF,Industrials,Aerospace & Defense,XAR,AMEX,US,Industry ETF,SECONDARY,Sector / Industry ETF,,,,,,,XAR,연결,마스터
마스터,ETF,Materials,Lithium / Batteries,LIT,AMEX,US,Industry ETF,SECONDARY,Sector / Industry ETF,,,,,,,LIT,연결,마스터
마스터,Equity,Information Technology,Semiconductors,NVDA,NASDAQ,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,NVDA,연결,마스터
마스터,Equity,Information Technology,Software / Cloud,MSFT,NASDAQ,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,MSFT,연결,마스터
마스터,Equity,Information Technology,Consumer Electronics,AAPL,NASDAQ,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,AAPL,연결,마스터
마스터,Equity,Information Technology,Semiconductors,AVGO,NASDAQ,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,AVGO,연결,마스터
마스터,Equity,Information Technology,Semiconductors,AMD,NASDAQ,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,AMD,연결,마스터
마스터,Equity,Information Technology,Memory Semiconductors,MU,NASDAQ,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,MU,연결,마스터
마스터,Equity,Information Technology,Cloud / Database,ORCL,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,ORCL,연결,마스터
마스터,Equity,Information Technology,Enterprise AI Software,PLTR,NASDAQ,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,PLTR,연결,마스터
마스터,Equity,Information Technology,Cybersecurity,CRWD,NASDAQ,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,CRWD,연결,마스터
마스터,Equity,Information Technology,Networking,ANET,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,ANET,연결,마스터
마스터,Equity,Communication Services,Internet Platforms / Advertising,GOOGL,NASDAQ,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,GOOGL,연결,마스터
마스터,Equity,Communication Services,Social Media / Digital Advertising,META,NASDAQ,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,META,연결,마스터
마스터,Equity,Communication Services,Streaming Media,NFLX,NASDAQ,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,NFLX,연결,마스터
마스터,Equity,Communication Services,Music Streaming,SPOT,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,SPOT,연결,마스터
마스터,Equity,Communication Services,Telecom,TMUS,NASDAQ,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,TMUS,연결,마스터
마스터,Equity,Communication Services,Telecom,T,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,T,연결,마스터
마스터,Equity,Communication Services,Telecom,VZ,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,VZ,연결,마스터
마스터,Equity,Communication Services,Gaming / Metaverse,RBLX,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,RBLX,연결,마스터
마스터,Equity,Communication Services,Digital Advertising,PINS,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,PINS,연결,마스터
마스터,Equity,Communication Services,Media / Entertainment,DIS,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,DIS,연결,마스터
마스터,Equity,Consumer Discretionary,E-Commerce,AMZN,NASDAQ,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,AMZN,연결,마스터
마스터,Equity,Consumer Discretionary,Electric Vehicles,TSLA,NASDAQ,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,TSLA,연결,마스터
마스터,Equity,Consumer Discretionary,Home Improvement,HD,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,HD,연결,마스터
마스터,Equity,Consumer Discretionary,Home Improvement,LOW,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,LOW,연결,마스터
마스터,Equity,Consumer Discretionary,Off-Price Retail,TJX,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,TJX,연결,마스터
마스터,Equity,Consumer Discretionary,Online Travel,BKNG,NASDAQ,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,BKNG,연결,마스터
마스터,Equity,Consumer Discretionary,E-Commerce / FinTech,MELI,NASDAQ,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,MELI,연결,마스터
마스터,Equity,Consumer Discretionary,Restaurants,CMG,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,CMG,연결,마스터
마스터,Equity,Consumer Discretionary,Auto Retail,ORLY,NASDAQ,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,ORLY,연결,마스터
마스터,Equity,Consumer Discretionary,Apparel / Footwear,NKE,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,NKE,연결,마스터
마스터,Equity,Consumer Staples,Warehouse Retail,COST,NASDAQ,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,COST,연결,마스터
마스터,Equity,Consumer Staples,Mass Retail,WMT,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,WMT,연결,마스터
마스터,Equity,Consumer Staples,Household Products,PG,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,PG,연결,마스터
마스터,Equity,Consumer Staples,Beverages,KO,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,KO,연결,마스터
마스터,Equity,Consumer Staples,Beverages,PEP,NASDAQ,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,PEP,연결,마스터
마스터,Equity,Consumer Staples,Tobacco,PM,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,PM,연결,마스터
마스터,Equity,Consumer Staples,Tobacco,MO,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,MO,연결,마스터
마스터,Equity,Consumer Staples,Household Products,CL,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,CL,연결,마스터
마스터,Equity,Consumer Staples,Packaged Foods,MDLZ,NASDAQ,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,MDLZ,연결,마스터
마스터,Equity,Consumer Staples,Grocery Retail,KR,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,KR,연결,마스터
마스터,Equity,Financials,Banks,JPM,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,JPM,연결,마스터
마스터,Equity,Financials,Banks,BAC,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,BAC,연결,마스터
마스터,Equity,Financials,Banks,WFC,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,WFC,연결,마스터
마스터,Equity,Financials,Investment Banking,GS,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,GS,연결,마스터
마스터,Equity,Financials,Investment Banking,MS,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,MS,연결,마스터
마스터,Equity,Financials,Payments,V,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,V,연결,마스터
마스터,Equity,Financials,Payments,MA,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,MA,연결,마스터
마스터,Equity,Financials,Digital Brokerage,HOOD,NASDAQ,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,HOOD,연결,마스터
마스터,Equity,Financials,Crypto Exchange,COIN,NASDAQ,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,COIN,연결,마스터
마스터,Equity,Financials,Brokerage / Asset Management,SCHW,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,SCHW,연결,마스터
마스터,Equity,Health Care,Pharmaceuticals / Obesity,LLY,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,LLY,연결,마스터
마스터,Equity,Health Care,Pharmaceuticals / Obesity,NVO,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,NVO,연결,마스터
마스터,Equity,Health Care,Managed Care,UNH,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,UNH,연결,마스터
마스터,Equity,Health Care,Biotechnology,VRTX,NASDAQ,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,VRTX,연결,마스터
마스터,Equity,Health Care,Biotechnology,AMGN,NASDAQ,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,AMGN,연결,마스터
마스터,Equity,Health Care,Biotechnology,GILD,NASDAQ,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,GILD,연결,마스터
마스터,Equity,Health Care,Medical Devices / Robotics,ISRG,NASDAQ,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,ISRG,연결,마스터
마스터,Equity,Health Care,Life Science Tools,TMO,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,TMO,연결,마스터
마스터,Equity,Health Care,Digital Health,HIMS,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,HIMS,연결,마스터
마스터,Equity,Health Care,AI Precision Medicine,TEM,NASDAQ,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,TEM,연결,마스터
마스터,Equity,Industrials,Energy Infrastructure Equipment,GEV,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,GEV,연결,마스터
마스터,Equity,Industrials,Aerospace / Industrial,GE,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,GE,연결,마스터
마스터,Equity,Industrials,Aerospace Components,HWM,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,HWM,연결,마스터
마스터,Equity,Industrials,Aerospace & Defense,RTX,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,RTX,연결,마스터
마스터,Equity,Industrials,Aerospace & Defense,LMT,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,LMT,연결,마스터
마스터,Equity,Industrials,Aerospace & Defense,NOC,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,NOC,연결,마스터
마스터,Equity,Industrials,Machinery,CAT,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,CAT,연결,마스터
마스터,Equity,Industrials,Electrical Equipment,ETN,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,ETN,연결,마스터
마스터,Equity,Industrials,Engineering / Grid,PWR,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,PWR,연결,마스터
마스터,Equity,Industrials,Defense Drones,AVAV,NASDAQ,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,AVAV,연결,마스터
마스터,Equity,Energy,Integrated Oil & Gas,XOM,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,XOM,연결,마스터
마스터,Equity,Energy,Integrated Oil & Gas,CVX,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,CVX,연결,마스터
마스터,Equity,Energy,Exploration & Production,COP,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,COP,연결,마스터
마스터,Equity,Energy,Exploration & Production,EOG,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,EOG,연결,마스터
마스터,Equity,Energy,Exploration & Production,OXY,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,OXY,연결,마스터
마스터,Equity,Energy,Oilfield Services,SLB,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,SLB,연결,마스터
마스터,Equity,Energy,LNG Infrastructure,LNG,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,LNG,연결,마스터
마스터,Equity,Energy,Refining,VLO,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,VLO,연결,마스터
마스터,Equity,Energy,Refining,MPC,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,MPC,연결,마스터
마스터,Equity,Energy,Uranium / Nuclear Materials,CCJ,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,CCJ,연결,마스터
마스터,Equity,Materials,Industrial Gases,LIN,NASDAQ,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,LIN,연결,마스터
마스터,Equity,Materials,Coatings,SHW,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,SHW,연결,마스터
마스터,Equity,Materials,Copper Mining,FCX,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,FCX,연결,마스터
마스터,Equity,Materials,Gold Mining,NEM,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,NEM,연결,마스터
마스터,Equity,Materials,Gold Mining,AEM,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,AEM,연결,마스터
마스터,Equity,Materials,Steel,NUE,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,NUE,연결,마스터
마스터,Equity,Materials,Steel,STLD,NASDAQ,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,STLD,연결,마스터
마스터,Equity,Materials,Construction Materials,MLM,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,MLM,연결,마스터
마스터,Equity,Materials,Construction Materials,VMC,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,VMC,연결,마스터
마스터,Equity,Materials,Lithium,ALB,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,ALB,연결,마스터
마스터,Equity,Utilities,Nuclear / Clean Power,CEG,NASDAQ,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,CEG,연결,마스터
마스터,Equity,Utilities,Independent Power Producer,NRG,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,NRG,연결,마스터
마스터,Equity,Utilities,Independent Power Producer,VST,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,VST,연결,마스터
마스터,Equity,Utilities,Electric Utility,NEE,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,NEE,연결,마스터
마스터,Equity,Utilities,Electric Utility,SO,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,SO,연결,마스터
마스터,Equity,Utilities,Electric Utility,DUK,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,DUK,연결,마스터
마스터,Equity,Utilities,Electric Utility,AEP,NASDAQ,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,AEP,연결,마스터
마스터,Equity,Utilities,Electric Utility,SRE,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,SRE,연결,마스터
마스터,Equity,Utilities,Independent Power Producer,TLN,NASDAQ,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,TLN,연결,마스터
마스터,Equity,Utilities,Electric Utility,EXC,NASDAQ,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,EXC,연결,마스터
마스터,Equity,Real Estate,Industrial REIT,PLD,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,PLD,연결,마스터
마스터,Equity,Real Estate,Tower REIT,AMT,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,AMT,연결,마스터
마스터,Equity,Real Estate,Data Center REIT,EQIX,NASDAQ,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,EQIX,연결,마스터
마스터,Equity,Real Estate,Health Care REIT,WELL,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,WELL,연결,마스터
마스터,Equity,Real Estate,Mall REIT,SPG,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,SPG,연결,마스터
마스터,Equity,Real Estate,Net Lease REIT,O,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,O,연결,마스터
마스터,Equity,Real Estate,Data Center REIT,DLR,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,DLR,연결,마스터
마스터,Equity,Real Estate,Tower REIT,CCI,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,CCI,연결,마스터
마스터,Equity,Real Estate,Self Storage REIT,PSA,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,PSA,연결,마스터
마스터,Equity,Real Estate,Gaming / Experiential REIT,VICI,NYSE,US,Sector / Industry Candidate,A,Auto-ranked by RS/Trend/Volume,,,,,,,VICI,연결,마스터
마스터,ETF,Digital Assets,Bitcoin Spot ETF,IBIT,NASDAQ,US,Crypto Benchmark ETF,CORE,Bitcoin / Spot ETF,,,,,,,IBIT,연결,마스터
마스터,ETF,Digital Assets,Bitcoin Spot ETF,FBTC,BATS,US,Crypto Benchmark ETF,SECONDARY,Bitcoin / Spot ETF,,,,,,,FBTC,시장·통화 확인,마스터
마스터,ETF,Digital Assets,Bitcoin Spot ETF,ARKB,BATS,US,Crypto Benchmark ETF,SECONDARY,Bitcoin / Spot ETF,,,,,,,ARKB,연결,마스터
마스터,ETF,Digital Assets,Bitcoin Spot ETF,BITB,ARCA,US,Crypto Benchmark ETF,SECONDARY,Bitcoin / Spot ETF,,,,,,,BITB,연결,마스터
마스터,ETF,Digital Assets,Bitcoin Spot ETF,GBTC,ARCA,US,Crypto Benchmark ETF,SECONDARY,Bitcoin / Spot ETF,,,,,,,GBTC,연결,마스터
마스터,ETF,Digital Assets,Ethereum Spot ETF,ETHA,NASDAQ,US,Crypto Benchmark ETF,CORE,Ethereum / Spot ETF,,,,,,,ETHA,연결,마스터
마스터,ETF,Digital Assets,Ethereum Spot ETF,FETH,BATS,US,Crypto Benchmark ETF,SECONDARY,Ethereum / Spot ETF,,,,,,,FETH,시장·통화 확인,마스터
마스터,ETF,Digital Assets,Ethereum Spot ETF,ETHE,ARCA,US,Crypto Benchmark ETF,SECONDARY,Ethereum / Spot ETF,,,,,,,ETHE,연결,마스터
마스터,Equity,Digital Assets,Bitcoin Treasury,MSTR,NASDAQ,US,Crypto Leader,A,Bitcoin Treasury / Proxy,,,,,,,MSTR,연결,마스터
마스터,Equity,Digital Assets,Stablecoin Infrastructure,CRCL,NYSE,US,Crypto Leader,A,Stablecoin / Payments,,,,,,,CRCL,연결,마스터
마스터,Equity,Digital Assets,Digital Asset Financial Services,GLXY,NASDAQ,US,Crypto Leader,A,Crypto Financial Platform,,,,,,,GLXY,연결,마스터
마스터,Equity,Digital Assets,Bitcoin Mining,MARA,NASDAQ,US,Crypto Mining Leader,A,Bitcoin Mining,,,,,,,MARA,연결,마스터
마스터,Equity,Digital Assets,Bitcoin Mining,RIOT,NASDAQ,US,Crypto Mining Leader,A,Bitcoin Mining,,,,,,,RIOT,연결,마스터
마스터,Equity,Digital Assets,Bitcoin Mining,CLSK,NASDAQ,US,Crypto Mining Leader,A,Bitcoin Mining,,,,,,,CLSK,연결,마스터
마스터,Equity,Digital Assets,Bitcoin Mining / AI Infrastructure,IREN,NASDAQ,US,Crypto Infrastructure Leader,A,Bitcoin Mining / AI Data Center,,,,,,,IREN,연결,마스터
마스터,Equity,Digital Assets,Ethereum Treasury,BMNR,NYSE,US,Crypto Treasury Leader,A,Ethereum Treasury,,,,,,,BMNR,연결,마스터
마스터,ETF,Broad Market,KOSPI 200,069500,KRX,KR,KODEX Benchmark ETF,KR-CORE,Korea / Market Benchmark,,,,,,,KRX:069500,연결,마스터
마스터,ETF,Broad Market,KOSPI 200,102110,KRX,KR,TIGER Benchmark ETF,KR-CORE,Korea / Market Benchmark,,,,,,,KRX:102110,연결,마스터
마스터,ETF,Broad Market,KOSDAQ 150,229200,KRX,KR,KODEX Benchmark ETF,KR-CORE,Korea / Market Benchmark,,,,,,,KRX:229200,연결,마스터
마스터,ETF,Broad Market,KOSDAQ 150,232080,KRX,KR,TIGER Benchmark ETF,KR-CORE,Korea / Market Benchmark,,,,,,,KRX:232080,연결,마스터
마스터,ETF,Information Technology,Semiconductors,091160,KRX,KR,KODEX Sector ETF,KR-CORE,Korea / Semiconductors,,,,,,,KRX:091160,연결,마스터
마스터,ETF,Information Technology,Semiconductors,396500,KRX,KR,TIGER Sector ETF,KR-CORE,Korea / Semiconductors,,,,,,,KRX:396500,연결,마스터
마스터,Equity,Information Technology,Semiconductors,005930,KOSPI,KR,Korea Sector / Industry Candidate,A,KR Leader / Representative,,,,,,,KRX:005930,연결,마스터
마스터,Equity,Information Technology,Memory Semiconductors,000660,KOSPI,KR,Korea Sector / Industry Candidate,A,KR Leader / Representative,,,,,,,KRX:000660,연결,마스터
마스터,Equity,Information Technology,Semiconductor Equipment,042700,KOSPI,KR,Korea Sector / Industry Candidate,A,KR Leader / Representative,,,,,,,KRX:042700,연결,마스터
